"App with specified code does not exist.","Aplikasi dengan kode tertentu tidak ada"
"Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)","Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)"
"Application","Aplikasi"
"Application Key","Kunci aplikasi"
"Application Master Secret","Rahasia master aplikasi"
"Application Name","Nama Aplikasi"
"Application Secret","Rahasia aplikasi"
"Are you sure you want to delete this theme? This change will affect all applications.","Apakah Anda yakin ingin menghapus tema ini? Perubahan ini akan mempengaruhi semua aplikasi."
"Are you sure you want to cancel a message?","Apakah Anda yakin ingin membatalkan pesan?"
"Are you sure you want to delete a message?","Apakah Anda yakin anda ingin menghapus pesan?"
"Are you sure you what to cancel selected records?","Apakah anda yakin untuk membatalkan catatan yang dipilih?"
"Are you sure you what to delete selected records?","Apakah anda yakin untuk menghapus catatan yang dipilih?"
"As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.","Sebagai seorang pelanggan Magento, Urban Airship menawarkan Anda Notifikasi Push dan Rich Push untuk $100/tahun* bersama dengan percobaan gratis 60 hari."
"Authentication complete.","Otentifikasi lengkap"
"Back","Kembali"
"Back to App Edit","Kembali ke suntingan aplikasi"
"Background Color","Warna latar belakang"
"Banner on Home Screen","Banner pada Layar Beranda"
"Banner on Home Screen (landscape mode) image missing.","Banner pada Home Screen (mode lanskap) gamabar hilang."
"Banner on Home Screen (portrait mode) image missing.","Banner pada Home Screen (mode portrait) gambar hilang."
"Banner on Home Screen <br />(landscape mode)","Banner on Home Screen <br />(landscape mode)"
"Banner on Home Screen <br />(portrait mode)","Banner on Home Screen <br />(portrait mode)"
"Banner on Home Screen image missing.","Banner pada Layar gambar Beranda Hilang "
"Billing address has been set.","Alamat tagihan telah diatur"
"Buy %1$s for %2$s","Beli %1$s untuk%2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Beli %1$s untuk %2$s (%3$s termasuk pajak) masing masing"
"Buy %1$s for %2$s each","Beli %1$s untk %2$s masing masing"
"Buyer country is not allowed by store.","Negara pembeli tidak diijinkan oleh toko."
"Cache Lifetime (seconds)","Cache Seumur Hidup (detik)"
"Cache Management","Pengelolaan cache"
"Can\'t add item to shopping cart.","Bisa\tidak bisa menambah item ke Cart belanja"
"Can\'t apply the coupon code.","Bisa\tidak bisa menerapkan kode kupon"
"Can\'t copy file ""%s"" to ""%s"".","Bisa\tidak bisa menyalin file""%s"" ke ""%s""."
"Can\'t create wishlist.","Bisa\tidak bisa membuat wishlist"
"Can\'t delete ""%s"" theme.","Tidak bisa\bisa menghapus ""%s"" theme."
"Can\'t load XML.","Bisa\tidak bisa memasukan XML"
"Can\'t load application with code ""%s""","Bisa\tidak bisa memasukan kode aplikasi ""%s"""
"Can\'t load default themes.","Bisa\tidak bisa memuat theme standar."
"Can\'t open submission form.","Bisa\ tidak bisa membuka pengajuan formulir"
"Can\'t read file ""%s"".","Bisa\tidak bisa membaca file""%s""."
"Can\'t remove the item.","Bisa\tidak bisa menghapus item"
"Can\'t reset theme.","Bisa\tidak bisa mereset tema."
"Can\'t save address.","Bisa\tidak bisa menyimpan alamat"
"Can\'t save the customer.","Bisa\tidak bisa menyimpan pelanggan"
"Can\'t save theme.","Bisa\tidak bisa menyimpan tema"
"Can\'t show configuration.","Bisa\tidak bisa memunculkan konfigurasi"
"Can\'t specify product.","Bisa\tidak bisa menentukan produk"
"Can\'t submit application.","Bisa\tidak bisa memproses aplikasi"
"Can\'t update cart.","Bisa\tidak bisa memperbarui keranjang."
"Can\'t write to file ""%s"".","Bisa\tidak bisa menulis file""%s""."
"Cancel","Batal"
"Canceled","Dibatalkan"
"Cancelled","Dibatalkan"
"Cannot load theme ""%s"".","Tidak dapat memuat tema""%s""."
"Cannot save theme ""%s"". Incorrect data received","Tidak dapat menyimpan tema ""%s"". Data tidak benar diterima"
"Card Verification Number","Nomor verifikasi kartu"
"Card verification number is wrong","Nomor verifikasi kartu salah"
"Carrier","Pengangkut"
"Cart","keranjang"
"Cart has been updated.","Keranjang telah diperbarui"
"Cart has some errors.","Keranjang mengalami beberapa masalah"
"Cart is empty.","Keranjang kosong."
"Catalog Only App?","Hanya aplikasi katalog?"
"Category Button Color","Warna tombol kategori"
"Category Item Background Color","Warna latar belakang kategori item"
"Chairs","Kursi"
"Change Orientation","Ubah orientasi"
"Change Password","Ubah kata sandi"
"Changes have been saved to theme.","Perubahan telah di simpan ke tema."
"Checkout has been initialized.","Checkout telah di inialisasi."
"City","Kota"
"Color Themes","Warna Tema"
"Colors","Warna"
"Company","Perusahaan"
"Completed","Lengkap"
"Confirm New Password","Konfirmasi kata sandi baru"
"Confirm Password","Konfirmasi kata sandi"
"Contact Email","Email kontak"
"Contact Information","Informasi kontak"
"Content","Isi"
"Copyright","Hak cipta"
"Copyright Page Logo","Logo halaman hak cipta"
"Copyright Page Logo <br />(iPhone 4 retina)","Logo halaman hak cipta <br />(iPhone 4 retina)"
"Countries Payment Applicable From","Pembayaran Negara terkait dari"
"Country","Negara"
"Country options don\'t recognized for ""%s"".","Pilihan negara tidak diakui untuk"
"Coupon code %s is not valid.","Kode kupon %s tidak valid."
"Coupon code %s was applied.","Kode kupon %s telah diterapkan."
"Coupon code is empty.","Kode kupon kosong."
"Coupon code was canceled.","Kode kupon dibatalkan."
"Creating a Template is allowed only for applications which have device type iPhone.","Membuat Template diperbolehkan hanya untuk aplikasi yang memiliki perangkat jenis iPhone"
"Credit Card","Kartu Kredit"
"Credit Card %s","Kartu Kredit %s"
"Credit Card Number","Nomor kartu kredit"
"Credit Card Type","Jenis kartu kredit"
"Credit card number does not match credit card type.","Nomor kartu kredit tidak sesuai dengan jenis kartu kredit."
"Current Password","Kata sandi saat ini"
"Currently, PayPal MEP is not available for the Android application","Saat ini, PayPal MEP tidak tersedia untuk aplikasi Android"
"Custom App Icon","Ikon aplikasi khusus"
"Custom App Icon <br />(iPhone 4 retina)","Ikon aplikasi khusus <br />(iPhone 4 retina)"
"Custom Colors","Warna khusus"
"Customer authentication problem.","Masalah otentifikasi pelanggan"
"Customer email not specified.","Email pelanggan tidak ditentukan"
"Customer logout problem.","Masalah logout pelanggan"
"Customer not logged in.","Pelanggan tidak logged in."
"Date Created","Tanggal dibuat"
"Date Submitted","Tanggal diproses"
"Date Updated","tanggal diperbarui"
"Deeper Messaging and Engagement with Rich Push.","Pesan Lebih dalam dan Keterlibatan dengan Push Rich."
"Default Billing Address","Alamat tagihan standar"
"Default Shipping Address","Alamat pengiriman standar"
"Default Theme","Tema standar"
"Delete","Hapus"
"Delete theme","Hapus tema"
"Deleted","Hapus"
"Description","Deskripsi"
"Description that appears in Android Market. %s chars maximum. ","Keterangan yang muncul di Android Market. %s karakter maksimum."
"Description that appears in the iTunes App Store. %s chars maximum. ","Keterangan yang muncul  di iTunes App Store. %s karakter maksimum."
"Deselect All","Tidak dipilih semua"
"Design","Desain"
"Device","Alat"
"Device Information","Informasi alat"
"Device Type","Jenis alat"
"Device doesn\'t recognized. Unable to load a template.","Perangkat tidak mengenali. Tidak dapat memuat sebuah template."
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Perangkat tidak mengenali: ""%s"". Tidak dapat memuat penolong."
"Device doesn\'t recognized: ""%s"". Unable to load preview model.","Perangkat tidak dikenal: ""%s"". Tidak dapat memuat model pratinjau."
"Edit","Sunting"
"Edit AirMail Message","Sunting pesan AirMail"
"Edit AirMail Message Queue #%s","Sunting antrian pesan AirMail#%s"
"Edit App ""%s""","Edit App ""%s"""
"Edit Filter","Sunting Filter"
"Edit Template ""%s""","Edit Template ""%s"""
"Email","Email"
"Email Address","Alamat Email"
"Enable AirMail Message Push notification","Aktifkan Notifikasi Pesan push AirMail"
"Enable Facebook","Aktifkan Facebook"
"Enable Flurry Analytics","Aktifkan analisa Flurry"
"Enable Flurry Analytics for the merchant.","Aktifkan analisa Flurry untuk pedagang"
"Enable LinkedIn","Aktifkan LinkedIn"
"Enable Standard Checkout","Aktifkan Checkout standar"
"Enable Twitter","Aktifkan twitter"
"Error while processing file ""%s"".","error ketika memproses file ""%s""."
"Error while reading data from Payment Bridge. Please, try again.","error saat membaca data dari Jembatan Pembayaran. Silakan coba lagi."
"Error while uploading file ""%s"".","error ketika mengunggah file ""%s""."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","Error ketika mengunggah file ""%s"". tipe file tidak diijinkan. Hanya ""jpg"", ""jpeg"", ""gif"", ""png"" diijinkan."
"Error.","error."
"Excl. Tax","Diluar Pajak"
"Expiration Date - Month","Tanggal-Bulan kadaluarsa"
"Expiration Date - Year","Tanggal- tahun kadaluarsa"
"Extend the life of your app with Urban Airship Push Notifications.","Memperpanjang umur dari aplikasi Anda dengan Pemberitahuan push Airship Kota."
"Extensions","Ekstensi"
"FILTERS APPLIED","FILTER DITERAPKAN"
"Facebook API","Facebook API"
"Facebook Application ID","Aplikasi ID Facebook"
"Fax","Fax"
"File can\'t be uploaded.","file bisa\tidak bisa diunggah"
"File doesn\'t exist ""%s"".","file tidak ada ""%s""."
"First Name","Nama awal"
"Flurry API Code","Flurry kode API"
"Flurry Analytics","Analisa Flurry"
"Flurry Analytics Site","Situs analisa Flurry"
"Fonts","Hurup"
"Free","Gratis"
"Funk Leaf","Funk Leaf"
"General","Umum"
"Get Content from CMS Page","Dapatkan isi dari halaman  CMS"
"Grand Total (Excl. Tax)","Grand Total (Tidak termasuk pajak)"
"Grand Total (Incl. Tax)","Grand Total (Termasuk pajak)"
"Guest","Tamu"
"Header Background Color","Warna latar belakang Header"
"Header Font Color","Warna hurup Header"
"High Resolution Application Icon","Ikon aplikasi resolusi tinggi"
"Home","Beranda"
"Hot Red","Hot Red"
"How do you rate this product?","Bagaimana Anda menilai produk ini?"
"How to incorporate Urban Airship within your application:","Bagaimana untuk menggabungkan Airship Kota dalam aplikasi Anda:"
"ID","ID"
"Icon that will appear on the user\'s device after they download your app. Recommended size: 48px x 48px.","Ikon tersebut akan muncul pada perangkat pengguna setelah pengguna mengunduh aplikasi anda.rekomendasi ukuran: 48px x 48px."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px.","Ikon tersebut akan muncul pada perangkat pengguna setelah pengguna mengunduh aplikasi Anda. Anda tidak perlu menerapkan gradien atau pinggiran ringan (ini dilakukan secara otomatis oleh Apple). Rekomendasi ukuran: 72px 72px x."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px.","Ikon tersebut akan muncul di telepon pengguna setelah mereka mengunduh aplikasi Anda. Anda tidak perlu menerapkan gradien atau pinggiran ringan (ini dilakukan secara otomatis oleh Apple). Rekomendasi Ukuran: 114px x 114px."
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.","Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi."
"Icons","Ikon"
"If leave this field empty, the message will be sent immediately","Jika membiarkan field ini kosong,pesan akan dikirim secepatnya"
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page."
"Image file was not found.","file gambar tidak ditemukan"
"Image that appears on first screen while your app is loading. Required size: 1024px x 768px.","Gambar yang muncul dilayar pertamasaat aplikasi Anda sedang memuat. Ukuran yang dibutuhkan: 1024px x 768px."
"Image that appears on first screen while your app is loading. Required size: 320px x 455px.","Gambar yang muncul dilayar pertama saat aplikasi Anda sedang memuat. Ukuran yang dibutuhkan: 320px x 455px."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Gambar yang muncul dilayar pertamasaat aplikasi Anda sedang memuat. Ukuran yang dibutuhkan: 320px x 460px."
"Image that appears on first screen while your app is loading. Required size: 640px x 920px.","Gambar yang muncul dilayar pertama saat aplikasi Anda sedang memuat. Ukuran yang dibutuhkan: 640px x 920px."
"Image that appears on first screen while your app is loading. Required size: 768px x 1024px.","Gambar yang muncul dilayar pertama saat aplikasi Anda sedang memuat. Ukuran yang dibutuhkan: 768px x 1024px."
"Images","Gambar"
"In Queue","Dalam antrian"
"In Stock","Tersedia"
"In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>.","Selain itu, klik di sini untuk meninjau Ketentuan Layanan Airship Kota: <a href=""%s"" target=""_blank"">Klik disini</a>."
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Dalam rangka untuk mengirim ulang aplikasi Anda, Anda harus terlebih dahulu membeli <a href=""%s"" target=""_blank"">%s</a> dari MagentoCommerce"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Dalam rangka untuk mengirimkan aplikasi Anda, Anda harus terlebih dahulu membeli <a href=""%s"" target=""_blank"">%s</a> dari MagentoCommerce"
"Inactive Tabs","Tab tidak aktif"
"Incl. Tax","Incl. Tax"
"Invalid XML.","XML tidak valid"
"Invalid current password.","Kata sandi saat ini tidak valid"
"Invalid customer data.","Data pelanggan tidak valid"
"Invalid data.","Data tidak valid."
"Invalid email address.","Alamat email tidak valid."
"Invalid item or wishlist.","item atau wishlist tidak valid"
"Invalid login or password.","login atau kata sandi tidak valid."
"Invalid shipping method.","Metode pengiriman tidak valid."
"Issue Number","Nomor terbitan"
"It\'s not allowed to delete submitted application.","Tidak diijinkan untuk menghapus aplikasi yang diproses"
"Item has been added to cart.","item telah ditambahkan ke keranjang"
"Item has been deleted from cart.","item telah dihapus dari keranjang"
"Item has been removed from wishlist.","item telah dihapus dari wishlist."
"Items were updated. But can\'t update wishlist.","item telah diperbarui. Tetapi dapat\tidak dapat diperbarui dari wishlist."
"Key","Kunci"
"Keywords","Kata kunci"
"Label","Label"
"Large iTunes Icon","Icon iTune besar"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Required size: 512px x 512px.","Ikon besar yang muncul di iTunes App Store. Anda tidak perlu menerapkan gradien atau pinggiran ringan (ini dilakukan secara otomatis oleh Apple). Ukuran yang dibutuhkan: 512px x 512px."
"Last Name","Nama akhir"
"LinkedIn API","LinkedIn API"
"LinkedIn API Key","LinkedIn API Key"
"LinkedIn Secret Key","LinkedIn Secret Key"
"Loader Splash Screen","Pemuat layar splash"
"Loader Splash Screen <br />(iPhone 4 retina)","Pemuat layar splash<br />(iPhone 4 retina)"
"Loader Splash Screen <br />(landscape mode)","Pemuat layar splash <br />(mode landskap)"
"Loader Splash Screen <br />(portrait mode)","Pemuat layar splash <br />(mode potret)"
"Loading Preview...","Memuat tinjauan�"
"Locations","Lokasi"
"Log In","Masuk"
"Login and password are required.","Login dan kata sandi dibutuhkan"
"Logo in Header","Logo pada header"
"Logo in Header image missing.","Logo pada gambar header hilang"
"Logout complete.","Logout selesai."
"MEP is PayPal\'s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>","MEP adalah PayPal checkout berpengalaman penduduk asli untuk iPhone. Anda dapat memilih untuk menggunakan standar bersama MEP kasir, atau menggunakannya sebagai metode checkout hanya untuk Magento mobile. PayPal MEP membutuhkan<a href=""%s"">Akun bisnis PayPal</a>"
"Mailbox title","Judul kotak surat"
"Main Tabs","Tab utama"
"Make Inactive","Buat tidak aktif"
"Make this app available in the following territories","Membuat aplikasi ini tersedia diwilayah berikut"
"Manage Apps","Kelola aplikasi"
"Manage Mobile App","Kelola aplikasi mobile"
"Maximum length is 140","Panjang maksimum adalah 140"
"Maximum length is 255","Panjang maksimum adalah 255"
"Merchant Label","Label pedagang"
"Message Queue","Antrian pesan"
"Message Settings","Pengaturan pesan"
"Message Templates","Template pesan"
"Message Title","Jiudul pesan"
"Message Type","Jenis pesan"
"Message can be edited when status of the message is ""IN QUEUE"" only.","Pesan dapat disunting ketika status pesan adalah ""DI ANTRIAN"" saja."
"Message content","Isi pesan"
"Message title","Judul pesan"
"Mobile","Handphone"
"Model of order is not loaded.","Model dari order tidak dimuat."
"More","Lebih"
"More Info","Info lebih"
"More Tabs","Tab lebih"
"Name on Card","Nama pada kartu"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize. %s chars max.","Nama yang muncul di bawah aplikasi Anda ketika pengguna menginstal ke perangkat mereka. Kami sarankan untuk memilih nama yang 10-12 karakter dan bahwa pelanggan Anda akan mengenali. %s karakter maks."
"New AirMail Message","Pesan AirMail baru"
"New AirMail Message Queue","Antrian pesan AirMail baru"
"New App","Aplikasi baru"
"New Password","Kata sandi baru"
"New Template","Template baru"
"Nickname","Nama panggilan"
"No items were specifed to update.","Tidak ada item yang di tentukan diperbarui"
"No items were updated.","Tidak ada item yang diperbarui"
"No product selected.","Tidak ada produk yang dipilih"
"No such file ""%s"".","Tidak ada file""%s""."
"Not Submitted","Belum diproses"
"Notice","Catatan"
"One or more keywords that describe your app. Keywords are matched to users\' searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.","Satu atau lebih kata kunci yang menjelaskan aplikasi Anda. Kata kunci dicocokkan dengan pencarian pengguna di App Store dan kembali membantu hasil pencarian yang akurat. Pisahkan beberapa kata kunci dengan koma. 100 karakter maksimum."
"Onepage checkout is disabled.","Checkout satu halaman tidak aktif"
"Only custom theme can be deleted","Hanya theme khusus yang dapat dihapus"
"Only default theme can be reset","Hanya theme standar yang dapat direset"
"Only free apps are allowed in this version.","Hanya aplikasi gratis diijinkan pada versi ini"
"Only registered users can write reviews. Please, log in or register.","Hanya pengguna terdaftar yang dapat menulis review. Silahkan, login atau mendaftar."
"Options menu items","Pilihan menu item."
"Order id not specified.","Order tidak dispesifikasikan."
"Order is not available.","Order tidak tersedia."
"Ordered","diorder"
"POST data is not valid.","POST data tidak valid."
"Pages","Halaman"
"Password","Kata sandi"
"Password fields cannot be empty.","field kata sandi tidak boleh kosong."
"PayPal MEP","PayPal MEP"
"PayPal Mobile Embedded Payment (MEP)","PayPal Mobile Embedded Payment (MEP)"
"Payment Applicable From","Terkait Dari Pembayaran"
"Payment Bridge module unavailable.","Modul Payment Bridge tidak tersedia."
"Payment Method has been set.","Metode pembayaran telah diatur."
"Payment Methods","Metode pembayaran"
"Payment method was successfully set.","Metode pembayaran telah berhasil diatur."
"Please <a href=""%s"" target=""_blank"">click here</a> to see how to setup and retrieve API credentials.","Silakan <a href=""%s"" target=""_blank"">Klik disini</a> untuk melihat bagaimana untuk setup dan mengambil kredensial API."
"Please Select Application","Silakan pilih aplikasi"
"Please Select Device Type","Silakan pilih jenis perangkat"
"Please agree to all the terms and conditions before placing the order.","Silahkan menyetujui semua syarat dan ketentuan sebelum menempatkan pesanan."
"Please enter ""App Title"".","Silakan masukan ""Judul aplikasi""."
"Please enter issue number or start date for switch/solo card type.","Silakan masukkan nomor penerbitan atau tanggal mulai untuk beralih / jenis kartu tunggal."
"Please enter the Activation Key.","Silakan masukan kunci aktivasi"
"Please enter the Copyright.","Silakan masukan Hakcipta."
"Please enter the Description.","Silakan masukan deskripsi"
"Please enter the Price.","Silakan masukan harga."
"Please enter the Resubmission Key.","Silakan masukan pengiriman ulang Kunci."
"Please enter the Title.","Silakan masukan judul"
"Please make sure your passwords match.","Pastikan bahwa kata sandi anda cocok"
"Please select at least one country.","Silakan pilih paling sedikit satu negara"
"Please upload  an image for ""App Background (landscape mode)"" field from Design Tab.","Silahkan unggah foto untuk ""Latar Belakang Aplikasi (mode landscape)"" field dari Tab Desain."
"Please upload  an image for ""App Background (portrait mode)"" field from Design Tab.","Silahkan unggah foto untuk ""Latar Belakang App (mode potret)"" field dari Tab Desain."
"Please upload  an image for ""App Background"" field from Design Tab.","Silahkan unggah foto untuk ""Latar Belakang App"" field dari Tab Desain."
"Please upload  an image for ""Banner on Home Screen (landscape mode)"" field from Design Tab.","Silakan muat sebuah gambar untuk ""Banner pada Home Screen (landscape mode)"" field dari Desain Tab."
"Please upload  an image for ""Banner on Home Screen (portrait mode)"" field from Design Tab.","Please upload  an image for ""Banner pada Home Screen (portrait mode)"" field dari desain Tab."
"Please upload  an image for ""Banner on Home Screen"" field from Design Tab.","Silahkan unggah foto untuk ""Banner pada latar beranda"" field dari Tab Desain."
"Please upload  an image for ""Logo in Header"" field from Design Tab.","Silahkan unggah foto untuk ""Logo pada header"" field dari Tab Desain."
"Preset Theme","Preset tema"
"Preview","Tinjauan"
"Price","Harga"
"Price Font Color","Warna hurup harga"
"Primary Color","Warna primer"
"Primary Font Color","Warna hurup primer"
"Problem changing or sending password.","Masalah mengubah atau mengirimkan Kata sandi."
"Product Name3 ","Nama produk 3"
"Product Name3 1","Nama produk 3 1"
"Product Name3 2","Nama produk3 2"
"Product is unavailable.","Produk tidak tersedia"
"Product was not specified.","Produk tidak ditentukan"
"Product(s) currently out of stock.","Produk saat ini habis"
"Purchase Order Number","Nomor pesanan pembelian"
"Push Notification","notifikasi Push "
"Push Notifications allow you to send messages directly to the people who have installed your app on their device. Send messages to your full audience even when your app is closed. Push Notifications are one of the best ways to keep your app active by delivering valuable content directly to your customers. Learn more about Push Notifications - <a href=""%1$s"" target=""_blank"">%1$s</a>","Push Notifications allow you to send messages directly to the people who have installed your app on their device. Send messages to your full audience even when your app is closed. Push Notifications are one of the best ways to keep your app active by delivering valuable content directly to your customers. Learn more about Push Notifications - <a href=""%1$s"" target=""_blank"">%1$s</a>"
"Push Title","Judul Push"
"Push message","Pesan push"
"Push title","Judul push"
"Queue Date","Tanggal antrian"
"Queue Message","Pesan antrian"
"Queue does not exist.","Antrian tidak ada"
"Quote instance is required.","Contoh antrian diperlukan"
"Recipient Information","Penerima informasi"
"Recommended size 1024px x 344px. Note: Image size affects the performance of your app.","Recommended size 1024px x 344px. Note: Image size affects the performance of your app."
"Recommended size 1024px x 704px. Note: Image size affects the performance of your app.","Rekomendasi ukuran 1024px x 704px. Catatan: Ukuran foto mempengaruhi kinerja dari aplikasi Anda."
"Recommended size 320px x 230px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Rekomendasi ukuran 320px x 230px. Catatan: Ukuran foto mempengaruhi kinerja dari aplikasi Anda. Jaga ukuran gambar Anda dibawah 50 KB untuk kinerja yang optimal."
"Recommended size 320px x 258px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Rekomendasi ukuran 320px x 258px. Catatan: Ukuran foto mempengaruhi kinerja dari aplikasi Anda. Jaga ukuran gambar Anda dibawah 50 KB untuk kinerja yang optimal."
"Recommended size 320px x 367px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Rekomendasi ukuran 320px x 367px. Catatan: Ukuran foto mempengaruhi kinerja dari aplikasi Anda. Jaga ukuran gambar Anda dibawah 75 KB untuk kinerja yang optimal."
"Recommended size 35px x 35px.","Rekomendasi ukuran 35px x 35px."
"Recommended size 768px x 294px. Note: Image size affects the performance of your app.","Rekomendasi ukuran 768px x 294px.Catatan Ukuran foto mempengaruhi kinerja dari aplikasi Anda."
